uuids,acronym,pid,q_value,effect_hz,latency_ms,eid,subject,lab
302b5080-9a91-43d4-847f-cc0da68306b0,ORBl,99993a2b-588e-4c0c-bfec-e3dfb4f61534,1.5162667639916282e-148,62.333984375,75.00000000000001,5569f363-0934-464e-9a5b-77c8e67791a1,NYU-30,angelakilab
afbae172-2865-4ac8-8f5a-b376a35df833,LH,3220377b-f53e-412d-a859-ef8ccb8f0a40,1.9065569776148934e-148,19.977409638554217,55.0,90e74228-fd1a-482f-bd56-05dbad132861,CSH_ZAD_022,zadorlab
2a21b33a-bdfe-4879-9b64-e2802bc6b0c5,GRN,2e720cee-05cc-440e-a24b-13794b1ac01d,2.956095475240979e-148,39.913627639155465,55.0,32d27583-56aa-4510-bc03-669036edad20,UCLA033,churchlandlab_ucla
59060f97-44ca-48e1-9e0d-4aea148e3671,CS,8bf0f1a4-0d8c-4df3-a99e-f7c81c809652,5.943730695799426e-148,18.074324324324326,95.0,993c7024-0abc-4028-ad30-d397ad55b084,CSH_ZAD_029,zadorlab
98b01feb-32fa-4e8e-86bc-6d28278f257c,MV,2e720cee-05cc-440e-a24b-13794b1ac01d,9.798881885589957e-148,30.067178502879074,75.00000000000001,32d27583-56aa-4510-bc03-669036edad20,UCLA033,churchlandlab_ucla
5a35391f-52bf-45d5-aa75-39883245ac8d,IC,2cbb5bc7-edbd-431e-a931-21e466d20dec,2.5925598843156053e-147,28.156424581005584,95.0,1b61b7f2-a599-4e40-abd6-3e758d2c9e25,PL017,hausserlab
6d1b4288-da76-4529-99be-44f8e9ec2289,APN,e42e948c-3154-45cb-bf52-408b7cda0f2f,3.450058585110539e-147,40.0,105.00000000000001,d57df551-6dcb-4242-9c72-b806cff5613a,UCLA005,churchlandlab_ucla
f3cb911a-0b2e-48f2-9a0b-f07113d81c10,CS,8bf0f1a4-0d8c-4df3-a99e-f7c81c809652,5.273500781689359e-147,14.0492277992278,95.0,993c7024-0abc-4028-ad30-d397ad55b084,CSH_ZAD_029,zadorlab
80f0c886-3ba7-4a4a-9e19-c8541335d8d4,ZI,4994543f-20e8-4421-adca-8739984e07ad,6.416383908417436e-147,20.116550116550115,95.0,c557324b-b95d-414c-888f-6ee1329a2329,CSH_ZAD_025,zadorlab
5d85e26e-247f-40be-9e7f-d9eeefe12c51,SCm,3c283107-7012-48fc-a6c2-ed096b23974f,7.394278492392548e-147,14.33404940923738,55.0,1b9e349e-93f2-41cc-a4b5-b212d7ddc8df,KS096,cortexlab
7d244e5c-4769-4c36-81fc-5ab635899dd0,CUL4 5,64aadf54-d662-4934-8c08-cad14ee5b69f,7.534375740821731e-147,32.38297872340426,75.00000000000001,56bc129c-6265-407a-a208-cc16d20a6c01,ZFM-01592,mainenlab
49c708a8-fd9b-4576-b7aa-7fff05d68b2e,VPM,11a5a93e-58a9-4ed0-995e-52279ec16b98,9.878044062324876e-147,11.415868673050616,45.0,ebe090af-5922-4fcd-8fc6-17b8ba7bad6d,ibl_witten_13,wittenlab
14335689-936c-4928-8726-a3c5e44c1844,MOp,5011eba9-8926-4a73-b729-579d02676d25,1.0531575404013444e-146,20.087912087912088,35.0,81a78eac-9d36-4f90-a73a-7eb3ad7f770b,CSH_ZAD_026,zadorlab
5884f26b-756f-4995-808a-e1a050122e19,IP,789fd2ee-c755-46c5-9c6f-260092520216,3.385367042834902e-146,29.52286282306163,84.99999999999999,aec5d3cc-4bb2-4349-80a9-0395b76f04e2,NYU-37,angelakilab
efcb82de-6d74-4279-959f-13dd406aad42,SSs,fe380793-8035-414e-b000-09bfe5ece92a,4.452295800412871e-146,18.147896879240164,105.00000000000001,ff48aa1d-ef30-4903-ac34-8c41b738c1b9,CSH_ZAD_025,zadorlab
7cc16857-46be-4249-bed3-80bcf358e0c8,ACAd,298e2a70-9801-45f0-b91c-d6bb9718427e,4.492908707647582e-146,28.94092219020173,84.99999999999999,5ec72172-3901-4771-8777-6e9490ca51fc,NYU-30,angelakilab
289f0e21-6a94-473f-bbbf-891afc26cd1a,PAG,43436b4b-0431-407f-b83d-d657ec22b5c6,5.050731096810516e-146,12.332317073170731,65.0,90c61c38-b9fd-4cc3-9795-29160d2f8e55,CSH_ZAD_025,zadorlab
eb41c692-5a62-40de-a110-03ef6f3e589f,PRNc,5d570bf6-a4c6-4bf1-a14b-2c878c84ef0e,7.134005017578782e-146,14.310466760961809,125.0,fece187f-b47f-4870-a1d6-619afe942a7d,CSH_ZAD_029,zadorlab
254efb93-0fcf-4127-ae22-83157ec7bb3f,AON,9bd71ac6-c455-41f3-8c56-59987a649ac4,1.1311921681736983e-145,41.47657841140529,84.99999999999999,8207abc6-6b23-4762-92b4-82e05bed5143,CSH_ZAD_024,zadorlab
0ca8a63f-f414-43f6-8ad3-47b2f34f3aef,SCm,d14f70e6-bf7b-4d6d-a380-bfd0a46ed7a1,1.25756936470508e-145,26.44075829383886,105.00000000000001,5522ac4b-0e41-4c53-836a-aaa17e82b9eb,CSH_ZAD_029,zadorlab
dac96d47-464a-4af6-b9af-dd969d2a45df,SCm,d14f70e6-bf7b-4d6d-a380-bfd0a46ed7a1,2.1190834331980523e-145,42.127962085308056,125.0,5522ac4b-0e41-4c53-836a-aaa17e82b9eb,CSH_ZAD_029,zadorlab
1cfbb13d-3ba3-4a7c-acec-2ba13ee7c6f9,GRN,04c9890f-2276-4c20-854f-305ff5c9b6cf,2.923068384667007e-145,21.233885819521177,65.0,671c7ea7-6726-4fbe-adeb-f89c2c8e489b,SWC_054,mrsicflogellab
91dbff13-7bb8-4712-bfb2-c897618c3dbc,TRN,8bf0f1a4-0d8c-4df3-a99e-f7c81c809652,3.978474243199241e-145,14.555984555984555,125.0,993c7024-0abc-4028-ad30-d397ad55b084,CSH_ZAD_029,zadorlab
37ea1ed0-6d8e-4333-bb69-671386b2bbc5,SCm,d14f70e6-bf7b-4d6d-a380-bfd0a46ed7a1,6.880522436471123e-145,16.208530805687204,125.0,5522ac4b-0e41-4c53-836a-aaa17e82b9eb,CSH_ZAD_029,zadorlab
46a0c768-6b1c-4ccf-899a-da7edc3f932a,TRN,8bf0f1a4-0d8c-4df3-a99e-f7c81c809652,8.061648519986e-145,7.374517374517374,84.99999999999999,993c7024-0abc-4028-ad30-d397ad55b084,CSH_ZAD_029,zadorlab
1a199bd9-bfdd-4f9c-ab32-3f4973df1187,IRN,5d570bf6-a4c6-4bf1-a14b-2c878c84ef0e,1.6594987832267157e-144,6.4497878359264496,135.0,fece187f-b47f-4870-a1d6-619afe942a7d,CSH_ZAD_029,zadorlab
4f3dc65e-f05d-45dd-8f12-2189aafdfb92,CS,8bf0f1a4-0d8c-4df3-a99e-f7c81c809652,2.2550260069830037e-144,13.614864864864863,95.0,993c7024-0abc-4028-ad30-d397ad55b084,CSH_ZAD_029,zadorlab
8519b018-e15d-49a6-83ab-66674b1b6d7b,PRNc,5d570bf6-a4c6-4bf1-a14b-2c878c84ef0e,3.2008826649549387e-143,5.031824611032532,95.0,fece187f-b47f-4870-a1d6-619afe942a7d,CSH_ZAD_029,zadorlab
